@relation Dry_bean

@attribute ﻿Area numeric
@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
74216,1092.082,408.944886,231.85782,1.763774,0.823741,75550,307.399977,0.737675,0.982343,0.781982,0.75169,0.00551,0.001085,0.565039,0.996601,BARBUNYA
74237,1065.145,369.036091,257.734038,1.431848,0.71571,75569,307.443465,0.746731,0.982374,0.822267,0.833099,0.004971,0.001477,0.694053,0.993779,BARBUNYA
74367,1073.76,407.230424,233.021294,1.74761,0.820107,75422,307.712537,0.675572,0.986012,0.810542,0.755623,0.005476,0.001101,0.570966,0.997825,BARBUNYA
74407,1041.935,380.58728,249.82682,1.523404,0.754392,75370,307.795281,0.737616,0.987223,0.861276,0.808738,0.005115,0.00135,0.654057,0.996393,BARBUNYA
74439,1155.858,396.646031,239.584661,1.655557,0.796964,75814,307.86146,0.805355,0.981864,0.700167,0.776162,0.005328,0.001193,0.602427,0.997352,BARBUNYA
74450,1065.064,379.392112,250.761345,1.512961,0.750425,75382,307.884206,0.797348,0.987636,0.824752,0.81152,0.005096,0.001363,0.658564,0.996382,BARBUNYA
74486,1133.189,356.889071,267.768383,1.332828,0.661115,76411,307.958635,0.773575,0.974807,0.72892,0.862897,0.004791,0.001639,0.744592,0.992413,BARBUNYA
74553,1068.695,363.283312,261.750014,1.387902,0.693442,75840,308.097108,0.732528,0.98303,0.82029,0.84809,0.004873,0.001555,0.719257,0.998259,BARBUNYA
74557,1057.513,366.108893,260.476376,1.405536,0.702714,75694,308.105373,0.786665,0.984979,0.837774,0.841568,0.00491,0.001519,0.708236,0.995451,BARBUNYA
74557,1115.534,417.508051,228.548653,1.82678,0.836864,76068,308.105373,0.735276,0.980136,0.752892,0.737963,0.0056,0.001024,0.544589,0.994844,BARBUNYA
74685,1046.325,404.960456,235.026701,1.72304,0.814353,75389,308.369738,0.745337,0.990662,0.857255,0.761481,0.005422,0.001125,0.579853,0.999111,BARBUNYA
74709,1110.564,409.281405,233.718281,1.751174,0.820918,76051,308.419281,0.79027,0.982354,0.761194,0.753563,0.005478,0.00109,0.567857,0.994417,BARBUNYA
74724,1093.874,373.504902,255.718699,1.460608,0.728876,76013,308.450242,0.796096,0.983042,0.784757,0.825826,0.004998,0.001434,0.681989,0.996119,BARBUNYA
74734,1062.473,381.398841,250.981841,1.519627,0.752969,75706,308.470881,0.82674,0.987161,0.831941,0.808788,0.005103,0.001347,0.654138,0.994046,BARBUNYA
74754,1036.381,352.32741,271.141618,1.299422,0.638559,75705,308.512154,0.817949,0.987438,0.874592,0.875641,0.004713,0.001709,0.766746,0.996327,BARBUNYA
74794,1197.889,423.797634,225.431712,1.879938,0.846787,75813,308.594683,0.759986,0.986559,0.655003,0.728165,0.005666,0.000983,0.530225,0.996789,BARBUNYA
74862,1074.036,389.282813,245.718269,1.584265,0.775614,76237,308.734933,0.75503,0.981964,0.815518,0.793086,0.0052,0.001269,0.628986,0.996481,BARBUNYA
74864,1038.26,365.509315,261.721792,1.396557,0.698052,75820,308.739057,0.78704,0.987391,0.872711,0.844682,0.004882,0.001533,0.713487,0.996425,BARBUNYA
74880,1059.737,367.695805,259.677941,1.415969,0.707982,75991,308.772047,0.758064,0.98538,0.837876,0.839749,0.00491,0.001506,0.705178,0.99851,BARBUNYA
74894,1116.179,385.653093,249.146204,1.547899,0.763306,76098,308.800911,0.790496,0.984178,0.755421,0.800722,0.005149,0.001306,0.641156,0.992444,BARBUNYA
74923,1101.567,385.532964,248.443048,1.551796,0.764676,76197,308.860691,0.774254,0.98328,0.775895,0.801127,0.005146,0.001307,0.641804,0.995949,BARBUNYA
74925,1119.975,398.325952,240.481075,1.656371,0.797189,76127,308.864813,0.753325,0.984211,0.75062,0.775407,0.005316,0.001186,0.601256,0.995904,BARBUNYA
74933,1081.712,373.030153,256.024998,1.457007,0.727282,76038,308.881302,0.728212,0.985468,0.804748,0.828033,0.004978,0.001444,0.685639,0.99898,BARBUNYA
74945,1082.572,388.693641,246.455364,1.577136,0.773283,76519,308.906034,0.732572,0.97943,0.803598,0.794729,0.005186,0.001276,0.631594,0.996109,BARBUNYA
74991,1138.087,381.746043,251.83542,1.515855,0.751535,76411,309.00082,0.767878,0.981416,0.727559,0.809441,0.005091,0.001348,0.655194,0.99318,BARBUNYA
75019,1108.267,394.022912,242.895151,1.622193,0.787395,76241,309.058502,0.744133,0.983972,0.767525,0.784367,0.005252,0.001226,0.615231,0.998024,BARBUNYA
75051,1077.341,370.1736,258.936254,1.429594,0.714633,76431,309.12441,0.792154,0.981944,0.812568,0.83508,0.004932,0.00148,0.697358,0.996938,BARBUNYA
75058,1114.942,399.978432,239.507511,1.670004,0.800898,76233,309.138826,0.764276,0.984587,0.758756,0.772889,0.005329,0.001173,0.597357,0.997588,BARBUNYA
75067,1062.917,390.463719,245.092157,1.59313,0.778459,76108,309.157359,0.700017,0.986322,0.83495,0.79177,0.005202,0.001261,0.626899,0.998732,BARBUNYA
75124,1084.945,391.440006,245.826288,1.592344,0.778209,76179,309.274712,0.751992,0.986151,0.801998,0.790095,0.005211,0.001253,0.62425,0.99402,BARBUNYA
75139,1047.276,358.664342,267.351042,1.341548,0.666609,76250,309.305587,0.786088,0.98543,0.860901,0.862382,0.004773,0.001629,0.743702,0.997713,BARBUNYA
75149,1140.415,380.677523,253.443311,1.502022,0.746158,76757,309.326168,0.712448,0.979051,0.726118,0.812567,0.005066,0.001362,0.660266,0.991734,BARBUNYA
75180,1059.084,372.152836,258.748934,1.438278,0.718743,76407,309.389963,0.765518,0.983941,0.84227,0.831352,0.00495,0.001459,0.691146,0.99406,BARBUNYA
75192,1029.627,391.059795,245.334784,1.593984,0.77873,75850,309.414654,0.814621,0.991325,0.891295,0.791221,0.005201,0.001257,0.62603,0.997883,BARBUNYA
75218,1082.347,407.942915,236.099256,1.727845,0.815501,76163,309.468144,0.820799,0.987592,0.806861,0.758606,0.005423,0.001108,0.575484,0.994347,BARBUNYA
75230,1074.138,403.389129,238.423127,1.691904,0.806635,76174,309.492829,0.678818,0.987607,0.819371,0.767231,0.005362,0.001146,0.588644,0.99593,BARBUNYA
75253,1126.203,392.539492,244.967498,1.602415,0.781378,76962,309.540136,0.723183,0.977794,0.74559,0.788558,0.005216,0.001244,0.621824,0.996419,BARBUNYA
75270,1137.956,407.269251,235.985883,1.72582,0.815019,76553,309.575097,0.716216,0.98324,0.730434,0.760124,0.005411,0.001114,0.577788,0.997159,BARBUNYA
75275,1044.47,401.377537,239.51648,1.675783,0.802438,76120,309.585379,0.673096,0.988899,0.867099,0.771307,0.005332,0.001164,0.594915,0.996948,BARBUNYA
75279,1124.613,383.138814,251.694014,1.52224,0.753955,76654,309.593604,0.789254,0.982062,0.747959,0.808046,0.00509,0.001338,0.652938,0.993928,BARBUNYA
75332,1064.37,371.60356,258.655144,1.436676,0.717992,76292,309.702569,0.758821,0.987417,0.835611,0.833422,0.004933,0.001468,0.694592,0.997904,BARBUNYA
75338,1132.638,394.0367,248.190253,1.58764,0.776704,77341,309.714902,0.702885,0.974102,0.737975,0.786005,0.00523,0.001231,0.617804,0.98085,BARBUNYA
75351,1095.258,408.408684,236.043244,1.730228,0.816066,76285,309.741623,0.794306,0.987756,0.789343,0.758411,0.00542,0.001106,0.575187,0.995205,BARBUNYA
75370,1079.007,356.036597,271.333946,1.312171,0.647464,76855,309.780672,0.760668,0.980678,0.813504,0.870081,0.004724,0.00167,0.757041,0.993367,BARBUNYA
75409,1085.018,386.643452,249.801763,1.547801,0.763272,76423,309.860809,0.823144,0.986732,0.804932,0.801412,0.005127,0.001305,0.642262,0.994093,BARBUNYA
75443,1070.292,380.741044,253.563298,1.501562,0.745976,76715,309.930655,0.736101,0.983419,0.827607,0.81402,0.005047,0.001367,0.662628,0.994977,BARBUNYA
75515,1109.067,396.898514,243.924717,1.627135,0.788857,76863,310.078513,0.792351,0.982462,0.771485,0.781254,0.005256,0.001208,0.610358,0.993134,BARBUNYA
75526,1059.166,377.055579,255.779616,1.474142,0.734729,76529,310.101096,0.761965,0.986894,0.846015,0.822428,0.004992,0.001409,0.676388,0.997092,BARBUNYA
75542,1136.864,406.832818,236.936863,1.717052,0.812907,77278,310.133941,0.699657,0.977536,0.734482,0.762313,0.005386,0.001122,0.581121,0.997815,BARBUNYA
75562,1077.868,402.797534,239.957876,1.678618,0.803186,76928,310.174993,0.679918,0.982243,0.817301,0.770052,0.005331,0.001156,0.59298,0.995387,BARBUNYA
75586,1118.794,385.040623,250.589106,1.536542,0.759239,77261,310.224248,0.774955,0.97832,0.758841,0.805692,0.005094,0.001324,0.64914,0.997431,BARBUNYA
75607,1190.215,412.633538,235.261064,1.753939,0.821544,77466,310.26734,0.690072,0.976002,0.670689,0.75192,0.005458,0.001076,0.565383,0.991648,BARBUNYA
75626,1096.341,371.108915,260.326562,1.425551,0.712686,77287,310.306323,0.767995,0.978509,0.79066,0.83616,0.004907,0.00148,0.699163,0.996693,BARBUNYA
75636,1108.609,404.089599,239.006327,1.690707,0.806328,77056,310.326838,0.682309,0.981572,0.77336,0.767965,0.005343,0.001146,0.589771,0.99713,BARBUNYA
75647,1073.393,380.744584,254.171479,1.497983,0.744552,76811,310.349403,0.713456,0.984846,0.825057,0.815112,0.005033,0.001371,0.664407,0.995271,BARBUNYA
75661,1176.964,408.075921,237.125046,1.720931,0.813846,77347,310.37812,0.68913,0.978202,0.686366,0.760589,0.005393,0.001113,0.578496,0.995552,BARBUNYA
75677,1039.343,394.206488,245.719369,1.604296,0.781962,76411,310.410936,0.825898,0.990394,0.880351,0.787432,0.005209,0.001235,0.62005,0.994743,BARBUNYA
75679,1085.308,368.01403,262.761225,1.400564,0.700148,77287,310.415037,0.764373,0.979194,0.807382,0.843487,0.004863,0.001518,0.71147,0.99646,BARBUNYA
75703,1082.381,389.220234,248.503109,1.566259,0.769652,76726,310.464254,0.780443,0.986667,0.812012,0.797657,0.005141,0.001284,0.636257,0.996543,BARBUNYA
75710,1077.037,367.914531,263.144642,1.398146,0.698886,77071,310.478608,0.776099,0.982341,0.820166,0.843888,0.00486,0.00152,0.712147,0.995685,BARBUNYA
75720,1097.632,390.075569,248.122104,1.572111,0.771617,77033,310.499112,0.703848,0.982955,0.789781,0.795997,0.005152,0.001276,0.633612,0.996108,BARBUNYA
75731,1094.38,415.794256,232.751187,1.786432,0.828645,76819,310.521664,0.772072,0.985837,0.794598,0.746816,0.00549,0.001054,0.557734,0.996353,BARBUNYA
75754,1051.198,381.677564,254.851108,1.497649,0.744419,76767,310.568814,0.723624,0.986804,0.861482,0.813694,0.005038,0.001362,0.662098,0.991591,BARBUNYA
75780,1073.277,364.963459,265.394854,1.375172,0.686445,77156,310.622106,0.742723,0.982166,0.826686,0.851105,0.004816,0.001559,0.724379,0.996146,BARBUNYA
75799,1096.146,409.706224,236.303869,1.733811,0.816911,77029,310.661044,0.796878,0.984032,0.792751,0.758253,0.005405,0.001102,0.574948,0.996851,BARBUNYA
75854,1095.858,402.961997,240.924205,1.672568,0.801583,77204,310.773732,0.812489,0.982514,0.793743,0.771223,0.005312,0.001159,0.594786,0.994819,BARBUNYA
75871,1061.687,361.055665,268.94666,1.342481,0.667188,76977,310.808554,0.808514,0.985632,0.845849,0.860833,0.004759,0.001612,0.741033,0.994823,BARBUNYA
75881,1164.144,372.020764,261.778754,1.421127,0.71053,77787,310.829036,0.798411,0.975497,0.703606,0.835515,0.004903,0.001474,0.698086,0.992068,BARBUNYA
75899,1141.825,377.265801,257.432097,1.465496,0.731014,77693,310.865901,0.747096,0.976909,0.731555,0.823997,0.004971,0.001413,0.678971,0.99503,BARBUNYA
75956,1140.196,396.861755,244.9,1.620505,0.786891,77495,310.982609,0.763162,0.980141,0.734198,0.783604,0.005225,0.001215,0.614036,0.995048,BARBUNYA
75959,1091.585,393.897688,245.792012,1.602565,0.781425,77304,310.98875,0.706648,0.982601,0.801076,0.789517,0.005186,0.001243,0.623336,0.998937,BARBUNYA
75990,1116.443,379.532503,256.610014,1.479025,0.73679,77909,311.052203,0.709365,0.975369,0.766114,0.819567,0.004995,0.00139,0.67169,0.993445,BARBUNYA
76049,1131.395,384.664755,253.412095,1.517942,0.75233,77435,311.172933,0.831028,0.982101,0.746577,0.808946,0.005058,0.001336,0.654393,0.993331,BARBUNYA
76074,1094.85,390.428746,250.458058,1.558859,0.767127,77592,311.224075,0.82047,0.980436,0.797511,0.797134,0.005132,0.001278,0.635423,0.990534,BARBUNYA
76075,1119.386,405.834806,239.855275,1.691999,0.806659,77227,311.226121,0.678151,0.985083,0.762943,0.766879,0.005335,0.001138,0.588103,0.99507,BARBUNYA
76077,1133.565,403.580107,241.342844,1.672227,0.801493,77477,311.230212,0.800701,0.98193,0.743996,0.771173,0.005305,0.001157,0.594708,0.994487,BARBUNYA
76098,1073.575,385.825011,251.653477,1.53316,0.758006,77155,311.273164,0.714052,0.9863,0.829695,0.806773,0.00507,0.001325,0.650883,0.997907,BARBUNYA
76132,1124.522,395.331952,248.175327,1.592954,0.778403,77886,311.342694,0.806688,0.97748,0.756556,0.787548,0.005193,0.001232,0.620231,0.988,BARBUNYA
76163,1067.403,370.011917,262.940445,1.407208,0.703569,77251,311.406075,0.777094,0.985916,0.840034,0.841611,0.004858,0.001503,0.708309,0.996738,BARBUNYA
76202,1161.501,408.901736,237.916689,1.718676,0.813301,77700,311.485794,0.715109,0.980721,0.709802,0.761762,0.005366,0.001115,0.580281,0.997316,BARBUNYA
76217,1067.935,379.056801,257.024885,1.474786,0.735003,77190,311.51645,0.736439,0.987395,0.839793,0.82182,0.004973,0.001399,0.675388,0.996053,BARBUNYA
76246,1103.271,384.090887,254.211963,1.510908,0.749633,77508,311.575709,0.770792,0.983718,0.787159,0.811203,0.005038,0.001346,0.65805,0.994254,BARBUNYA
76305,1164.13,394.702453,246.789974,1.599346,0.78042,77830,311.696236,0.711402,0.980406,0.707555,0.789699,0.005173,0.001241,0.623625,0.997392,BARBUNYA
76307,1134.821,403.789912,241.441818,1.672411,0.801541,78040,311.700321,0.777342,0.977793,0.744594,0.771937,0.005292,0.001159,0.595887,0.996567,BARBUNYA
76328,1162.038,415.414271,235.172067,1.766427,0.824327,78024,311.743208,0.792705,0.978263,0.710318,0.750439,0.005442,0.001065,0.563159,0.99478,BARBUNYA
76334,1101.834,387.123611,251.805861,1.537389,0.759546,77736,311.755461,0.688215,0.981965,0.790125,0.805312,0.005071,0.001316,0.648528,0.99704,BARBUNYA
76385,1057.34,384.838455,254.360943,1.512962,0.750425,77525,311.859588,0.823558,0.985295,0.858596,0.810365,0.005038,0.00134,0.656691,0.993549,BARBUNYA
76455,1065.907,370.714113,263.955926,1.404455,0.702159,77338,312.002451,0.765216,0.988583,0.845624,0.841626,0.004849,0.001501,0.708333,0.994822,BARBUNYA
76480,1065.587,374.26012,263.143623,1.422266,0.711087,77821,312.053458,0.747035,0.982768,0.846408,0.833788,0.004894,0.001459,0.695202,0.988762,BARBUNYA
76500,1099.381,396.252148,246.968376,1.604465,0.782014,77747,312.094257,0.785752,0.983961,0.79538,0.787615,0.00518,0.00123,0.620338,0.99531,BARBUNYA
76502,1103.519,385.633848,253.80971,1.519382,0.752876,77696,312.098337,0.800096,0.984632,0.789447,0.809313,0.005041,0.001334,0.654987,0.995175,BARBUNYA
76522,1051.538,380.161688,257.700242,1.475209,0.735182,77430,312.13913,0.730827,0.988273,0.869653,0.821069,0.004968,0.001393,0.674155,0.994519,BARBUNYA
76545,1104.39,393.178702,248.458012,1.582475,0.775033,78024,312.186036,0.710711,0.981044,0.788645,0.794005,0.005137,0.001259,0.630445,0.997663,BARBUNYA
76545,1087.242,423.81479,230.933358,1.835226,0.838506,77800,312.186036,0.801938,0.983869,0.813719,0.73661,0.005537,0.001006,0.542594,0.995782,BARBUNYA
76546,1124.781,410.336651,238.440065,1.720922,0.813844,77760,312.188075,0.788858,0.984388,0.76032,0.76081,0.005361,0.001108,0.578831,0.996123,BARBUNYA
76547,1053.004,394.882066,247.877357,1.593054,0.778435,77335,312.190114,0.703072,0.989811,0.867517,0.790591,0.005159,0.001243,0.625034,0.995713,BARBUNYA
76559,1125.301,399.442758,245.488031,1.627137,0.788857,78821,312.214584,0.697157,0.971302,0.759746,0.781625,0.005217,0.001201,0.610938,0.99408,BARBUNYA
76586,1093.031,371.617935,264.364306,1.405704,0.7028,77881,312.269633,0.780264,0.983372,0.805553,0.840298,0.004852,0.001492,0.7061,0.992567,BARBUNYA
76673,1061.077,363.057142,269.501374,1.347144,0.670055,77754,312.446949,0.791014,0.986097,0.855773,0.8606,0.004735,0.001602,0.740632,0.997738,BARBUNYA
76697,1131.072,391.90867,250.243969,1.566106,0.7696,78290,312.495845,0.799127,0.979653,0.753369,0.797369,0.00511,0.001274,0.635797,0.995726,BARBUNYA
76729,1058.497,397.617178,247.16488,1.608712,0.783323,77498,312.561029,0.805503,0.990077,0.860578,0.786085,0.005182,0.001221,0.61793,0.994072,BARBUNYA
76753,1090.653,385.11931,254.349453,1.514135,0.750876,78292,312.609908,0.712285,0.980343,0.810834,0.811722,0.005018,0.001344,0.658893,0.997653,BARBUNYA
76759,1151.651,400.543369,245.138798,1.633945,0.790846,78379,312.622127,0.723118,0.979331,0.727273,0.780495,0.005218,0.001194,0.609173,0.995355,BARBUNYA
76759,1076.634,380.928689,256.757313,1.483614,0.738704,77956,312.622127,0.733203,0.984645,0.832153,0.820684,0.004963,0.001389,0.673522,0.999247,BARBUNYA
76760,1060.544,391.241631,251.158463,1.557748,0.766745,77743,312.624163,0.744628,0.987356,0.857605,0.799056,0.005097,0.001282,0.638491,0.994609,BARBUNYA
76781,1133.819,394.296424,248.987397,1.5836,0.775398,78061,312.666924,0.803241,0.983603,0.750544,0.792974,0.005135,0.001253,0.628808,0.995781,BARBUNYA
76790,1092.1,367.712558,268.293224,1.370562,0.683845,78048,312.685249,0.710256,0.983882,0.809077,0.850352,0.004789,0.001544,0.723099,0.991052,BARBUNYA
76793,1070.925,396.008384,247.529269,1.599845,0.780576,77758,312.691356,0.821245,0.98759,0.841421,0.789608,0.005157,0.001237,0.623481,0.997472,BARBUNYA
76814,1136.843,413.813788,236.665279,1.748519,0.820315,78152,312.734108,0.670385,0.98288,0.746877,0.755736,0.005387,0.001084,0.571137,0.998645,BARBUNYA
76848,1094.611,368.296873,266.488263,1.382038,0.690252,78146,312.803313,0.790048,0.98339,0.805977,0.849324,0.004793,0.001538,0.721351,0.996934,BARBUNYA
76864,1111.913,415.512289,235.946495,1.761045,0.823136,78170,312.835874,0.760337,0.983293,0.781252,0.752892,0.005406,0.001071,0.566846,0.998242,BARBUNYA
76904,1129.184,398.322873,246.660282,1.614864,0.785196,78367,312.917264,0.707014,0.981331,0.75793,0.785587,0.005179,0.001217,0.617147,0.996608,BARBUNYA
76921,1108.051,387.134058,254.737201,1.519739,0.753011,78431,312.951848,0.740023,0.980747,0.787291,0.808381,0.005033,0.001326,0.65348,0.993119,BARBUNYA
76993,1130.503,388.939141,252.659984,1.539378,0.760265,78256,313.098279,0.79457,0.983861,0.757038,0.805006,0.005052,0.001309,0.648034,0.99757,BARBUNYA
76997,1099.457,413.360694,237.607681,1.739677,0.81828,78041,313.106412,0.792933,0.986622,0.800437,0.757465,0.005369,0.00109,0.573754,0.998146,BARBUNYA
77026,1133.607,396.359017,248.155839,1.597218,0.779752,78612,313.16537,0.703562,0.979825,0.753221,0.790105,0.005146,0.001237,0.624266,0.99709,BARBUNYA
77055,1076.62,364.550011,269.572332,1.352327,0.673194,78280,313.224318,0.737072,0.984351,0.835383,0.859208,0.004731,0.00159,0.738239,0.99834,BARBUNYA
77063,1129.944,402.725378,245.266992,1.641988,0.793156,78491,313.240577,0.691024,0.981807,0.758476,0.777802,0.005226,0.00118,0.604976,0.993363,BARBUNYA
77067,1129.233,398.90429,247.766912,1.609998,0.783717,78528,313.248706,0.715219,0.981395,0.759471,0.785273,0.005176,0.001214,0.616653,0.992811,BARBUNYA
77123,1075.07,392.003215,252.447648,1.55281,0.765031,78234,313.362495,0.667166,0.985799,0.838533,0.799388,0.005083,0.00128,0.63902,0.992277,BARBUNYA
77128,1124.1,394.698173,251.165721,1.571465,0.771401,78456,313.372653,0.821953,0.983073,0.767029,0.793955,0.005117,0.001254,0.630365,0.990596,BARBUNYA
77147,1158.937,396.232689,248.831749,1.592372,0.778218,78916,313.411249,0.702972,0.977584,0.721787,0.790978,0.005136,0.00124,0.625646,0.996261,BARBUNYA
77217,1118.397,394.653138,249.629088,1.580958,0.774538,78697,313.553405,0.705178,0.981194,0.775766,0.794504,0.005111,0.001256,0.631236,0.997958,BARBUNYA
77331,1106.588,387.466074,255.280045,1.517808,0.752279,78870,313.784779,0.691147,0.980487,0.793582,0.809838,0.00501,0.001329,0.655838,0.995436,BARBUNYA
77356,1098.053,396.237889,251.35733,1.576393,0.773038,78978,313.835495,0.740164,0.979463,0.806227,0.792038,0.005122,0.001243,0.627324,0.98891,BARBUNYA
77418,1116.981,364.856928,270.753828,1.34756,0.670309,79163,313.961238,0.765726,0.977957,0.779759,0.860505,0.004713,0.001594,0.740469,0.997826,BARBUNYA
77421,1096.711,386.512585,256.213239,1.508558,0.748722,78699,313.967321,0.773243,0.983761,0.80888,0.812308,0.004992,0.001341,0.659845,0.995414,BARBUNYA
77424,1109.772,397.401991,248.711645,1.597842,0.779948,78571,313.973404,0.715736,0.985402,0.789983,0.790065,0.005133,0.001234,0.624203,0.997377,BARBUNYA
77455,1150.021,416.515975,239.378085,1.739992,0.818353,79244,314.036254,0.769212,0.977424,0.735949,0.75396,0.005378,0.001072,0.568455,0.989108,BARBUNYA
77456,1095.843,400.138835,248.456095,1.610501,0.78387,78640,314.038281,0.835682,0.984944,0.810528,0.784823,0.005166,0.001209,0.615948,0.991984,BARBUNYA
77492,1134.539,428.923013,231.931769,1.84935,0.841196,78865,314.111252,0.73628,0.982591,0.756533,0.732325,0.005535,0.000982,0.536301,0.991808,BARBUNYA
77511,1065.949,361.209737,275.01416,1.313422,0.648318,78676,314.149758,0.782876,0.985192,0.857236,0.869716,0.00466,0.001645,0.756405,0.99348,BARBUNYA
77523,1152.75,363.05954,272.659479,1.331549,0.660297,79065,314.174075,0.802757,0.980497,0.733112,0.865351,0.004683,0.00162,0.748833,0.997108,BARBUNYA
77524,1106.223,385.926083,257.272253,1.500069,0.745383,78905,314.176101,0.790738,0.982498,0.796087,0.814084,0.004978,0.001349,0.662732,0.994144,BARBUNYA
77531,1118.121,405.279312,244.362874,1.658514,0.79778,79291,314.190285,0.673573,0.977803,0.779305,0.775244,0.005227,0.001165,0.601003,0.996772,BARBUNYA
77546,1129.375,407.530759,243.157152,1.675997,0.802494,79093,314.220677,0.672699,0.980441,0.763999,0.771035,0.005255,0.001146,0.594496,0.996373,BARBUNYA
77583,1084.672,384.862785,257.312898,1.4957,0.743637,78675,314.295631,0.725699,0.98612,0.828666,0.816643,0.004961,0.001361,0.666906,0.997492,BARBUNYA
77636,1070.451,403.525833,245.650767,1.642681,0.793354,78613,314.402966,0.699549,0.987572,0.851411,0.77914,0.005198,0.001182,0.607059,0.997204,BARBUNYA
77685,1089.383,386.362488,259.732749,1.487539,0.740323,79154,314.502169,0.765671,0.981441,0.822595,0.814008,0.004973,0.001347,0.662609,0.985657,BARBUNYA
77724,1121.666,401.746736,247.38775,1.623956,0.787918,79022,314.581103,0.702196,0.983574,0.776315,0.783033,0.005169,0.001199,0.613141,0.995714,BARBUNYA
77785,1104.594,381.33844,260.264267,1.465197,0.730884,79114,314.704525,0.757592,0.983201,0.801125,0.825263,0.004902,0.001403,0.681059,0.997886,BARBUNYA
77921,1121.69,403.232269,246.450102,1.636162,0.791487,79249,314.979521,0.696127,0.983243,0.778249,0.781137,0.005175,0.001188,0.610175,0.998344,BARBUNYA
77927,1137.739,409.960428,242.850204,1.688121,0.805663,79344,314.991647,0.773945,0.982141,0.756506,0.768346,0.005261,0.001131,0.590356,0.996593,BARBUNYA
77947,1073.069,401.053685,248.347756,1.614887,0.785203,78874,315.032066,0.800952,0.988247,0.850656,0.785511,0.005145,0.001208,0.617027,0.99643,BARBUNYA
78027,1183.251,366.68607,273.407218,1.341172,0.666375,79713,315.19369,0.752553,0.978849,0.700327,0.859574,0.004699,0.001583,0.738867,0.990947,BARBUNYA
78096,1273.205,397.760075,251.976602,1.57856,0.773752,79835,315.333023,0.735263,0.978218,0.605399,0.792772,0.005093,0.001241,0.628487,0.992105,BARBUNYA
78136,1200.683,413.478342,241.690303,1.710778,0.811372,79916,315.413768,0.73998,0.977727,0.68109,0.76283,0.005292,0.001105,0.58191,0.995518,BARBUNYA
78152,1091.403,379.428269,262.735385,1.444146,0.721465,79157,315.44606,0.816482,0.987304,0.824479,0.831372,0.004855,0.001431,0.691179,0.998164,BARBUNYA
78161,1149.645,418.699731,242.004493,1.730132,0.816043,80292,315.464223,0.683799,0.973459,0.743143,0.753438,0.005357,0.001065,0.567669,0.982142,BARBUNYA
78179,1130.225,402.751892,248.624674,1.619919,0.786716,79646,315.500546,0.676523,0.981581,0.769078,0.783362,0.005152,0.001197,0.613656,0.994073,BARBUNYA
78217,1171.758,400.52414,249.430406,1.605755,0.782413,80156,315.577213,0.696376,0.97581,0.715872,0.787911,0.005121,0.001217,0.620803,0.996858,BARBUNYA
78310,1095.037,406.68263,245.68474,1.655303,0.796894,79412,315.764768,0.736024,0.986123,0.820672,0.77644,0.005193,0.001164,0.602859,0.997915,BARBUNYA
78375,1066.6,367.949928,272.615651,1.349702,0.671611,79456,315.895789,0.806327,0.986395,0.865734,0.858529,0.004695,0.001573,0.737073,0.994828,BARBUNYA
78414,1108.022,352.244776,285.347398,1.234442,0.586316,80312,315.974375,0.705936,0.976367,0.802614,0.897031,0.004492,0.001794,0.804664,0.993311,BARBUNYA
78417,1114.515,403.688173,248.810191,1.622474,0.787478,79804,315.980419,0.687446,0.98262,0.79332,0.782734,0.005148,0.001192,0.612672,0.994045,BARBUNYA
78467,1110.736,393.029984,254.911687,1.541828,0.761146,79670,316.081141,0.817365,0.9849,0.799236,0.804216,0.005009,0.001292,0.646764,0.997199,BARBUNYA
78471,1131.829,380.023148,264.807579,1.435092,0.717246,80312,316.089197,0.725294,0.977077,0.769764,0.831763,0.004843,0.00143,0.69183,0.992839,BARBUNYA
78474,1172.352,423.804485,236.314294,1.793393,0.830108,80373,316.095239,0.714634,0.976373,0.717496,0.745852,0.005401,0.001031,0.556295,0.997655,BARBUNYA
78476,1114.596,416.188783,242.249297,1.718019,0.813142,80209,316.099267,0.677967,0.978394,0.793801,0.759509,0.005303,0.001089,0.576854,0.991047,BARBUNYA
78477,1141.441,382.872074,262.094354,1.460818,0.728968,80301,316.101281,0.754296,0.977285,0.756912,0.825605,0.004879,0.001398,0.681624,0.995729,BARBUNYA
78502,1111.104,388.432968,258.277538,1.503936,0.746913,79717,316.151626,0.730605,0.984759,0.799063,0.813916,0.004948,0.001339,0.662458,0.996295,BARBUNYA
78536,1162.368,383.629908,261.35412,1.467855,0.732036,80172,316.220083,0.791717,0.979594,0.730451,0.824284,0.004885,0.001391,0.679444,0.997326,BARBUNYA
78563,1162.569,376.70771,267.25329,1.409553,0.704761,81224,316.274435,0.712758,0.967239,0.73045,0.839575,0.004795,0.00147,0.704886,0.993575,BARBUNYA
